"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-04-29T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",15.84,"provisorisch"
"2026-04-29T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",20.22,"provisorisch"
"2026-04-29T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.82,"provisorisch"
"2026-04-29T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",229.7,"provisorisch"
"2026-04-29T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",188.59,"provisorisch"
"2026-04-29T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",15.51,"provisorisch"
"2026-04-29T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",20.01,"provisorisch"
"2026-04-29T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.25,"provisorisch"
"2026-04-30T00:00+0100","Zch_Heubeeribüel","T","d1","°C",11.21,"provisorisch"
"2026-04-30T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",16.8,"provisorisch"
"2026-04-30T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",950.81,"provisorisch"
"2026-04-30T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-04-30T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",13.24,"provisorisch"
"2026-04-30T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",18.59,"provisorisch"
"2026-04-30T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",971.15,"provisorisch"
"2026-04-30T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-04-30T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",13.84,"provisorisch"
"2026-04-30T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",18.87,"provisorisch"
"2026-04-30T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.62,"provisorisch"
"2026-04-30T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1.93,"provisorisch"
"2026-04-30T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",314.84,"provisorisch"
"2026-04-30T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.58,"provisorisch"
"2026-04-30T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",18.52,"provisorisch"
"2026-04-30T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.07,"provisorisch"
"2026-05-01T00:00+0100","Zch_Heubeeribüel","T","d1","°C",13.37,"provisorisch"
"2026-05-01T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",20.31,"provisorisch"
"2026-05-01T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",952.86,"provisorisch"
"2026-05-01T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-01T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",14.56,"provisorisch"
"2026-05-01T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",22.09,"provisorisch"
"2026-05-01T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",972.97,"provisorisch"
"2026-05-01T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-01T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",15.34,"provisorisch"
"2026-05-01T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",22.4,"provisorisch"
"2026-05-01T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",975.42,"provisorisch"
"2026-05-01T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-01T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",310.06,"provisorisch"
"2026-05-01T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",15.0,"provisorisch"
"2026-05-01T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",21.92,"provisorisch"
"2026-05-01T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",972.9,"provisorisch"
"2026-05-02T00:00+0100","Zch_Heubeeribüel","T","d1","°C",17.51,"provisorisch"
"2026-05-02T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",23.55,"provisorisch"
"2026-05-02T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",949.8,"provisorisch"
"2026-05-02T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-02T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",17.93,"provisorisch"
"2026-05-02T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",25.04,"provisorisch"
"2026-05-02T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.58,"provisorisch"
"2026-05-02T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-02T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",18.64,"provisorisch"
"2026-05-02T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",25.3,"provisorisch"
"2026-05-02T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.0,"provisorisch"
"2026-05-02T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-02T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",286.66,"provisorisch"
"2026-05-02T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",18.54,"provisorisch"
"2026-05-02T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",24.99,"provisorisch"
"2026-05-02T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.51,"provisorisch"
"2026-05-03T00:00+0100","Zch_Heubeeribüel","T","d1","°C",16.75,"provisorisch"
"2026-05-03T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",22.96,"provisorisch"
"2026-05-03T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",945.24,"provisorisch"
"2026-05-03T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",17.84,"provisorisch"
"2026-05-03T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",17.99,"provisorisch"
"2026-05-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",24.15,"provisorisch"
"2026-05-03T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.87,"provisorisch"
"2026-05-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",18.62,"provisorisch"
"2026-05-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",18.28,"provisorisch"
"2026-05-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",24.73,"provisorisch"
"2026-05-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.29,"provisorisch"
"2026-05-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",22.89,"provisorisch"
"2026-05-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",216.48,"provisorisch"
"2026-05-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",18.45,"provisorisch"
"2026-05-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",24.26,"provisorisch"
"2026-05-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.8,"provisorisch"
"2026-05-04T00:00+0100","Zch_Heubeeribüel","T","d1","°C",14.65,"provisorisch"
"2026-05-04T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",20.34,"provisorisch"
"2026-05-04T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",943.59,"provisorisch"
"2026-05-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",3.55,"provisorisch"
"2026-05-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",16.28,"provisorisch"
"2026-05-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",21.75,"provisorisch"
"2026-05-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.31,"provisorisch"
"2026-05-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",1.28,"provisorisch"
"2026-05-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",16.91,"provisorisch"
"2026-05-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",23.04,"provisorisch"
"2026-05-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.75,"provisorisch"
"2026-05-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1.97,"provisorisch"
"2026-05-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",194.19,"provisorisch"
"2026-05-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",16.76,"provisorisch"
"2026-05-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",22.21,"provisorisch"
"2026-05-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.26,"provisorisch"
"2026-05-05T00:00+0100","Zch_Heubeeribüel","T","d1","°C",12.07,"provisorisch"
"2026-05-05T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",17.27,"provisorisch"
"2026-05-05T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",939.64,"provisorisch"
"2026-05-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",214.43,"provisorisch"
"2026-05-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",13.51,"provisorisch"
"2026-05-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",18.24,"provisorisch"
"2026-05-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.38,"provisorisch"
"2026-05-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",332.28,"provisorisch"
"2026-05-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",14.09,"provisorisch"
"2026-05-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",18.71,"provisorisch"
"2026-05-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",961.82,"provisorisch"
"2026-05-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",294.42,"provisorisch"
"2026-05-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",150.96,"provisorisch"
"2026-05-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.96,"provisorisch"
"2026-05-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",18.52,"provisorisch"
"2026-05-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.31,"provisorisch"
"2026-05-06T00:00+0100","Zch_Heubeeribüel","T","d1","°C",10.56,"provisorisch"
"2026-05-06T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",13.48,"provisorisch"
"2026-05-06T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",938.46,"provisorisch"
"2026-05-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",184.48,"provisorisch"
"2026-05-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",12.03,"provisorisch"
"2026-05-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",14.94,"provisorisch"
"2026-05-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",958.26,"provisorisch"
"2026-05-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",252.78,"provisorisch"
"2026-05-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",12.55,"provisorisch"
"2026-05-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",15.14,"provisorisch"
"2026-05-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.72,"provisorisch"
"2026-05-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",233.95,"provisorisch"
"2026-05-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",99.77,"provisorisch"
"2026-05-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",12.52,"provisorisch"
"2026-05-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",14.99,"provisorisch"
"2026-05-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",958.2,"provisorisch"
"2026-05-07T00:00+0100","Zch_Heubeeribüel","T","d1","°C",11.18,"provisorisch"
"2026-05-07T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",15.36,"provisorisch"
"2026-05-07T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",943.34,"provisorisch"
"2026-05-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",115.02,"provisorisch"
"2026-05-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",12.78,"provisorisch"
"2026-05-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",16.83,"provisorisch"
"2026-05-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.31,"provisorisch"
"2026-05-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",356.0,"provisorisch"
"2026-05-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",13.49,"provisorisch"
"2026-05-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",17.18,"provisorisch"
"2026-05-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.78,"provisorisch"
"2026-05-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",199.87,"provisorisch"
"2026-05-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",194.03,"provisorisch"
"2026-05-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.05,"provisorisch"
"2026-05-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",17.12,"provisorisch"
"2026-05-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.23,"provisorisch"
"2026-05-08T00:00+0100","Zch_Heubeeribüel","T","d1","°C",13.61,"provisorisch"
"2026-05-08T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",19.18,"provisorisch"
"2026-05-08T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",944.57,"provisorisch"
"2026-05-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",15.37,"provisorisch"
"2026-05-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",21.09,"provisorisch"
"2026-05-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.4,"provisorisch"
"2026-05-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",15.13,"provisorisch"
"2026-05-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",15.95,"provisorisch"
"2026-05-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",21.24,"provisorisch"
"2026-05-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.89,"provisorisch"
"2026-05-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.97,"provisorisch"
"2026-05-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",309.11,"provisorisch"
"2026-05-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",15.53,"provisorisch"
"2026-05-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",20.85,"provisorisch"
"2026-05-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.33,"provisorisch"
"2026-05-09T00:00+0100","Zch_Heubeeribüel","T","d1","°C",15.76,"provisorisch"
"2026-05-09T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",21.7,"provisorisch"
"2026-05-09T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",944.85,"provisorisch"
"2026-05-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",17.17,"provisorisch"
"2026-05-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",23.12,"provisorisch"
"2026-05-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.51,"provisorisch"
"2026-05-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",17.93,"provisorisch"
"2026-05-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",23.43,"provisorisch"
"2026-05-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.93,"provisorisch"
"2026-05-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-05-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",281.46,"provisorisch"
"2026-05-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",17.65,"provisorisch"
"2026-05-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",23.23,"provisorisch"
"2026-05-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.42,"provisorisch"
"2026-05-10T00:00+0100","Zch_Heubeeribüel","T","d1","°C",15.25,"provisorisch"
"2026-05-10T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",21.19,"provisorisch"
"2026-05-10T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",939.78,"provisorisch"
"2026-05-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",100.59,"provisorisch"
"2026-05-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",16.2,"provisorisch"
"2026-05-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",21.76,"provisorisch"
"2026-05-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.27,"provisorisch"
"2026-05-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",119.93,"provisorisch"
"2026-05-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",16.82,"provisorisch"
"2026-05-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",22.23,"provisorisch"
"2026-05-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",961.72,"provisorisch"
"2026-05-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",122.53,"provisorisch"
"2026-05-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",188.88,"provisorisch"
"2026-05-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",16.62,"provisorisch"
"2026-05-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",21.72,"provisorisch"
"2026-05-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.25,"provisorisch"
"2026-05-11T00:00+0100","Zch_Heubeeribüel","T","d1","°C",10.97,"provisorisch"
"2026-05-11T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",13.65,"provisorisch"
"2026-05-11T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",936.66,"provisorisch"
"2026-05-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",526.2,"provisorisch"
"2026-05-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",12.74,"provisorisch"
"2026-05-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",15.57,"provisorisch"
"2026-05-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",956.45,"provisorisch"
"2026-05-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",641.85,"provisorisch"
"2026-05-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",13.26,"provisorisch"
"2026-05-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",16.08,"provisorisch"
"2026-05-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.0,"provisorisch"
"2026-05-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",589.33,"provisorisch"
"2026-05-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",113.56,"provisorisch"
"2026-05-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",13.04,"provisorisch"
"2026-05-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",15.5,"provisorisch"
"2026-05-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.47,"provisorisch"
"2026-05-12T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.18,"provisorisch"
"2026-05-12T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",12.24,"provisorisch"
"2026-05-12T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",942.84,"provisorisch"
"2026-05-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",132.67,"provisorisch"
"2026-05-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.03,"provisorisch"
"2026-05-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",13.43,"provisorisch"
"2026-05-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.11,"provisorisch"
"2026-05-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",150.65,"provisorisch"
"2026-05-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.5,"provisorisch"
"2026-05-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",13.76,"provisorisch"
"2026-05-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.67,"provisorisch"
"2026-05-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",169.95,"provisorisch"
"2026-05-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",236.12,"provisorisch"
"2026-05-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.41,"provisorisch"
"2026-05-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",13.7,"provisorisch"
"2026-05-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.04,"provisorisch"
"2026-05-13T00:00+0100","Zch_Heubeeribüel","T","d1","°C",10.17,"provisorisch"
"2026-05-13T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",15.05,"provisorisch"
"2026-05-13T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",938.04,"provisorisch"
"2026-05-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",NA,"provisorisch"
"2026-05-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",NA,"provisorisch"
"2026-05-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",NA,"provisorisch"
"2026-05-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",NA,"provisorisch"
"2026-05-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",54.35,"provisorisch"
"2026-05-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",11.85,"provisorisch"
"2026-05-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",16.62,"provisorisch"
"2026-05-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.54,"provisorisch"
"2026-05-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",81.13,"provisorisch"
"2026-05-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",263.49,"provisorisch"
"2026-05-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",11.75,"provisorisch"
"2026-05-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",16.03,"provisorisch"
"2026-05-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.99,"provisorisch"
"2026-05-14T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.09,"provisorisch"
"2026-05-14T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.79,"provisorisch"
"2026-05-14T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",932.13,"provisorisch"
"2026-05-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",NA,"provisorisch"
"2026-05-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",NA,"provisorisch"
"2026-05-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",NA,"provisorisch"
"2026-05-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",NA,"provisorisch"
"2026-05-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",496.23,"provisorisch"
"2026-05-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",9.32,"provisorisch"
"2026-05-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.17,"provisorisch"
"2026-05-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",954.68,"provisorisch"
"2026-05-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",408.72,"provisorisch"
"2026-05-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",176.84,"provisorisch"
"2026-05-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",9.03,"provisorisch"
"2026-05-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.51,"provisorisch"
"2026-05-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.12,"provisorisch"
"2026-05-15T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.47,"provisorisch"
"2026-05-15T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",9.86,"provisorisch"
"2026-05-15T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",932.39,"provisorisch"
"2026-05-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",NA,"provisorisch"
"2026-05-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",NA,"provisorisch"
"2026-05-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",NA,"provisorisch"
"2026-05-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",NA,"provisorisch"
"2026-05-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",210.8,"provisorisch"
"2026-05-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.89,"provisorisch"
"2026-05-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.12,"provisorisch"
"2026-05-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",954.89,"provisorisch"
"2026-05-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",142.52,"provisorisch"
"2026-05-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",146.54,"provisorisch"
"2026-05-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.51,"provisorisch"
"2026-05-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.52,"provisorisch"
"2026-05-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",952.27,"provisorisch"
"2026-05-16T00:00+0100","Zch_Heubeeribüel","T","d1","°C",7.41,"provisorisch"
"2026-05-16T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.99,"provisorisch"
"2026-05-16T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",940.08,"provisorisch"
"2026-05-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",1.9,"provisorisch"
"2026-05-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",9.04,"provisorisch"
