"Datum","Geschaeft","Einheit_Code","Einheit_Name","Einheit_BFS","Einheit_BFSSub","Einheit_StimmenTotal","Partei","Partei_Kandstimmen","Partei_Zusatzstimmen","Partei_ParteistimmenTotal"
2023-10-22,"Nationalratswahl 2023","ZH033","Kleinandelfingen",33,33,27644,"EVP",1363,5,1368
2023-10-22,"Nationalratswahl 2023","ZH033","Kleinandelfingen",33,33,27644,"FGA/AL/PDA",105,16,121
2023-10-22,"Nationalratswahl 2023","ZH033","Kleinandelfingen",33,33,27644,"EDU",674,0,674
2023-10-22,"Nationalratswahl 2023","ZH033","Kleinandelfingen",33,33,27644,"Übrige",705,48,753
2023-10-22,"Nationalratswahl 2023","ZH033","Kleinandelfingen",33,33,27644,"SD",72,0,72
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"SVP",8787,225,9012
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"SP",2568,94,2662
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"GP",1587,19,1606
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"GLP",2328,96,2424
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"FDP",3198,24,3222
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"Mitte",1988,86,2074
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"EVP",501,0,501
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"FGA/AL/PDA",17,22,39
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"EDU",546,0,546
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"Übrige",628,39,667
2023-10-22,"Nationalratswahl 2023","ZH034","Laufen-Uhwiesen",34,34,22799,"SD",46,0,46
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"SVP",12460,380,12840
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"SP",2920,59,2979
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"GP",2028,16,2044
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"GLP",2690,70,2760
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"FDP",1501,13,1514
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"Mitte",2010,289,2299
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"EVP",746,0,746
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"FGA/AL/PDA",95,0,95
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"EDU",632,0,632
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"Übrige",1163,1,1164
2023-10-22,"Nationalratswahl 2023","ZH035","Marthalen",35,35,27079,"SD",6,0,6
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"SVP",8738,139,8877
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"SP",3312,16,3328
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"GP",1832,23,1855
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"GLP",2380,152,2532
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"FDP",2548,118,2666
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"Mitte",2484,32,2516
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"EVP",815,64,879
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"FGA/AL/PDA",51,0,51
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"EDU",162,0,162
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"Übrige",643,1,644
2023-10-22,"Nationalratswahl 2023","ZH037","Ossingen",37,37,23522,"SD",12,0,12
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"SVP",5057,16,5073
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"SP",2712,100,2812
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"GP",1508,45,1553
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"GLP",1383,13,1396
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"FDP",1138,52,1190
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"Mitte",2095,98,2193
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"EVP",297,0,297
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"FGA/AL/PDA",193,0,193
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"EDU",221,0,221
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"Übrige",781,10,791
2023-10-22,"Nationalratswahl 2023","ZH038","Rheinau",38,38,15722,"SD",3,0,3
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"SVP",7109,139,7248
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"SP",1113,76,1189
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"GP",1089,7,1096
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"GLP",927,14,941
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"FDP",1009,17,1026
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"Mitte",802,2,804
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"EVP",570,44,614
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"FGA/AL/PDA",9,0,9
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"EDU",230,0,230
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"Übrige",875,60,935
2023-10-22,"Nationalratswahl 2023","ZH039","Thalheim an der Thur",39,39,14092,"SD",0,0,0
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"SVP",6827,356,7183
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"SP",1654,4,1658
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"GP",785,42,827
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"GLP",1095,23,1118
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"FDP",649,77,726
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"Mitte",1522,85,1607
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"EVP",321,0,321
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"FGA/AL/PDA",41,0,41
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"EDU",381,0,381
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"Übrige",367,36,403
2023-10-22,"Nationalratswahl 2023","ZH040","Trüllikon",40,40,14274,"SD",9,0,9
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"SVP",3457,19,3476
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"SP",1060,2,1062
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"GP",543,2,545
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"GLP",496,45,541
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"FDP",563,29,592
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"Mitte",449,0,449
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"EVP",273,12,285
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"FGA/AL/PDA",134,0,134
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"EDU",401,0,401
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"Übrige",390,9,399
2023-10-22,"Nationalratswahl 2023","ZH041","Truttikon",41,41,7884,"SD",0,0,0
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"SVP",2481,106,2587
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"SP",409,7,416
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"GP",262,0,262
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"GLP",436,17,453
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"FDP",288,49,337
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"Mitte",546,3,549
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"EVP",331,34,365
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"FGA/AL/PDA",2,0,2
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"EDU",123,0,123
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"Übrige",175,0,175
2023-10-22,"Nationalratswahl 2023","ZH043","Volken",43,43,5281,"SD",12,0,12
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"SVP",12136,232,12368
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"SP",4817,161,4978
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"GP",2431,120,2551
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"GLP",3812,88,3900
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"FDP",5276,410,5686
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"Mitte",2741,119,2860
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"EVP",2192,185,2377
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"FGA/AL/PDA",211,0,211
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"EDU",761,34,795
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"Übrige",1448,49,1497
2023-10-22,"Nationalratswahl 2023","ZH051","Bachenbülach",51,51,37284,"SD",41,20,61
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"SVP",33392,875,34267
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"SP",18174,519,18693
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"GP",6085,88,6173
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"GLP",10384,220,10604
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"FDP",12051,632,12683
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"Mitte",8258,316,8574
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"EVP",2618,96,2714
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"FGA/AL/PDA",580,18,598
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"EDU",3861,61,3922
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"Übrige",3105,272,3377
2023-10-22,"Nationalratswahl 2023","ZH052","Bassersdorf",52,52,101695,"SD",83,7,90
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"SVP",58165,1210,59375
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"SP",34118,846,34964
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"GP",15973,248,16221
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"GLP",19192,549,19741
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"FDP",18606,516,19122
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"Mitte",14644,399,15043
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"EVP",10004,249,10253
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"FGA/AL/PDA",1288,14,1302
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"EDU",3937,75,4012
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"Übrige",6385,154,6539
2023-10-22,"Nationalratswahl 2023","ZH053","Bülach",53,53,186678,"SD",106,0,106
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"SVP",21934,367,22301
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"SP",11796,462,12258
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"GP",4836,194,5030
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"GLP",10386,477,10863
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"FDP",9322,120,9442
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"Mitte",6986,256,7242
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"EVP",1640,1,1641
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"FGA/AL/PDA",585,4,589
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"EDU",1836,0,1836
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"Übrige",2242,199,2441
2023-10-22,"Nationalratswahl 2023","ZH054","Dietlikon",54,54,73670,"SD",27,0,27
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"SVP",19869,412,20281
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"SP",10331,261,10592
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"GP",4692,16,4708
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"GLP",8034,214,8248
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"FDP",5021,76,5097
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"Mitte",4943,212,5155
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"EVP",2739,109,2848
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"FGA/AL/PDA",228,0,228
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"EDU",1036,0,1036
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"Übrige",1419,1,1420
2023-10-22,"Nationalratswahl 2023","ZH055","Eglisau",55,55,59685,"SD",58,14,72
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"SVP",29959,510,30469
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"SP",9962,137,10099
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"GP",3845,444,4289
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"GLP",7660,207,7867
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"FDP",6285,75,6360
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"Mitte",7097,220,7317
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"EVP",2664,242,2906
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"FGA/AL/PDA",675,18,693
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"EDU",1742,70,1812
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"Übrige",2603,201,2804
2023-10-22,"Nationalratswahl 2023","ZH056","Embrach",56,56,74640,"SD",24,0,24
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"SVP",10592,218,10810
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"SP",3680,112,3792
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"GP",1978,70,2048
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"GLP",3398,55,3453
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"FDP",2393,127,2520
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"Mitte",1973,189,2162
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"EVP",3201,233,3434
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"FGA/AL/PDA",113,0,113
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"EDU",822,5,827
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"Übrige",825,86,911
2023-10-22,"Nationalratswahl 2023","ZH057","Freienstein-Teufen",57,57,30118,"SD",14,34,48
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"SVP",19981,250,20231
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"SP",6880,273,7153
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"GP",3139,89,3228
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"GLP",4784,201,4985
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"FDP",3645,86,3731
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"Mitte",2783,130,2913
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"EVP",1191,70,1261
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"FGA/AL/PDA",194,0,194
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"EDU",975,0,975
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"Übrige",1508,62,1570
2023-10-22,"Nationalratswahl 2023","ZH058","Glattfelden",58,58,46335,"SD",94,0,94
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"SVP",10276,67,10343
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"SP",2628,94,2722
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"GP",1153,35,1188
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"GLP",1937,104,2041
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"FDP",1336,21,1357
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"Mitte",1194,41,1235
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"EVP",1175,72,1247
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"FGA/AL/PDA",122,0,122
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"EDU",1200,0,1200
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"Übrige",751,2,753
2023-10-22,"Nationalratswahl 2023","ZH059","Hochfelden",59,59,22217,"SD",9,0,9
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"SVP",11102,137,11239
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"SP",2157,149,2306
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"GP",510,12,522
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"GLP",1290,140,1430
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"FDP",1340,244,1584
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"Mitte",956,39,995
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"EVP",1135,11,1146
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"FGA/AL/PDA",48,0,48
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"EDU",538,0,538
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"Übrige",480,8,488
2023-10-22,"Nationalratswahl 2023","ZH060","Höri",60,60,20303,"SD",7,0,7
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"SVP",6204,135,6339
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"SP",1891,3,1894
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"GP",924,24,948
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"GLP",1378,31,1409
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"FDP",1132,25,1157
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"Mitte",893,30,923
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"EVP",382,0,382
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"FGA/AL/PDA",14,0,14
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"EDU",245,0,245
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"Übrige",648,31,679
2023-10-22,"Nationalratswahl 2023","ZH061","Hüntwangen",61,61,13996,"SD",6,0,6
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"SVP",48449,1002,49451
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"SP",22018,507,22525
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"GP",8281,699,8980
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"GLP",12446,312,12758
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"FDP",11606,800,12406
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"Mitte",12697,370,13067
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"EVP",4052,167,4219
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"FGA/AL/PDA",282,0,282
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"EDU",1098,4,1102
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"Übrige",4317,519,4836
2023-10-22,"Nationalratswahl 2023","ZH062","Kloten",62,62,129786,"SD",160,0,160
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"SVP",12522,203,12725
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"SP",3183,53,3236
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"GP",1059,6,1065
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"GLP",3273,111,3384
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"FDP",3214,78,3292
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"Mitte",1645,5,1650
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"EVP",793,1,794
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"FGA/AL/PDA",50,0,50
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"EDU",686,1,687
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"Übrige",804,2,806
2023-10-22,"Nationalratswahl 2023","ZH063","Lufingen",63,63,27767,"SD",78,0,78
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"SVP",29118,800,29918
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"SP",6627,171,6798
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"GP",2329,11,2340
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"GLP",6192,59,6251
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"FDP",8288,426,8714
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"Mitte",5499,266,5765
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"EVP",1829,79,1908
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"FGA/AL/PDA",212,0,212
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"EDU",1724,3,1727
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"Übrige",1678,91,1769
2023-10-22,"Nationalratswahl 2023","ZH064","Nürensdorf",64,64,65454,"SD",52,0,52
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"SVP",7622,76,7698
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"SP",1800,11,1811
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"GP",720,27,747
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"GLP",992,11,1003
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"FDP",916,121,1037
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"Mitte",1005,2,1007
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"EVP",379,28,407
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"FGA/AL/PDA",79,0,79
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"EDU",698,0,698
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"Übrige",313,63,376
2023-10-22,"Nationalratswahl 2023","ZH065","Oberembrach",65,65,14866,"SD",3,0,3
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"SVP",29323,411,29734
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"SP",17710,325,18035
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"GP",5642,310,5952
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"GLP",10981,442,11423
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"FDP",10621,412,11033
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"Mitte",7628,254,7882
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"EVP",3050,63,3113
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"FGA/AL/PDA",417,0,417
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"EDU",616,32,648
2023-10-22,"Nationalratswahl 2023","ZH066","Opfikon",66,66,91484,"Übrige",2896,219,3115
